[00:00:33.320 --> 00:00:36.740]   Thank you.
[01:00:36.000 --> 01:00:44.000]   And Marissa, his sister, wanted to go uptown to the big houses and Forrest wanted to go home because he said he had enough, enough candy.
[01:00:44.000 --> 01:00:53.000]   And when we got home, he gave away our candy and when we ran out, he went out with his and started chasing the kids down the street when they wouldn't come to the door with his candy.
[01:00:53.000 --> 01:01:03.000]   Past the liquor store now. Past the IGA. I'm looking around thinking, this town is so empty. And mainly empty of sexy women.
[01:01:03.000 --> 01:01:09.000]   What a relief. What a relief. After 30 years in New York City, I got to the point where I couldn't go out of my loft.
[01:01:09.000 --> 01:01:18.000]   I would be like, "Is she real? Get thee behind me, Satan!"
[01:01:18.000 --> 01:01:29.000]   My head is not turning anymore. I have all this new energy freed up to, well, I'll find out. I'll find something. I mean, spend more time with my sons.
[01:01:29.000 --> 01:01:36.000]   Can I tell you something? Why are deer poops so small, Dad? Because a deer is like a horse and a poop is like a rabbit.
[01:01:36.000 --> 01:01:45.000]   That's another good question, Forrest. I'm going to look that up in the Encyclopedia Britannica when I get home. I knew I bought those books from that traveling salesman for a reason.
[01:01:45.000 --> 01:01:50.000]   Dad, can I take one more thing? We're almost at the video store. Dad, why can't we feel the earth spin?
[01:01:50.000 --> 01:01:54.000]   That's another good question. I'll look that up, too, because I'm sure it's spinning now, Forrest.
[01:01:54.000 --> 01:02:11.000]   Dad, what, sweetie? How do flies celebrate? What? How do flies celebrate? And then it comes to me, basically by flying from one pile of poop to another.
[01:02:11.000 --> 01:02:19.000]   And we both laugh together as we pass the 18th century windmill, pass the 17th century stocks, and go into long-war video.
[01:02:19.000 --> 01:02:29.000]   Now, Forrest knows exactly what he wants. James and the Giant Peach. To me, he's recommending the Nutty Professor because he saw it with his sister and mom and said, "I would like the fart jokes."
[01:02:29.000 --> 01:02:36.000]   So off he goes to get it. I'm getting the Nutty Professor. The woman running the video store goes, "Nutty Professor? Is that your son?"
[01:02:36.000 --> 01:02:41.000]   I said, "Yeah, not for the little boy." "Oh, really? He already seen it. He recommended it to me."
[01:02:41.000 --> 01:02:56.000]   We're not long for this town, Kathy. We're not long for this town. Forrest went to Montauk on a field trip and he was telling one of his friends, quite loud, he was speaking quite loud, that he knew how babies were born.
[01:02:56.000 --> 01:03:06.000]   The penis goes into the vagina. Now, the woman from preschool called, the teacher called Kathy and said, "I think the other parents should be warned what their children were exposed to today."
[01:03:06.000 --> 01:03:17.000]   We're not long for this town, Kathy. We're not long for this town. So I rent it. I rent the Nutty Professor. He rents James and the Giant Peach and we're going out the video store.
[01:03:17.000 --> 01:03:24.000]   And I see an esoteric shelf and on it I see a video of the Tibetan Book of the Dead, of all things, narrated by Leonard Cohen.
[01:03:24.000 --> 01:03:38.000]   And I think, it says, "See animated spirits come out of skull. A must-see." So I rent that. So outside we got James and the Giant Peach and the Nutty Professor and the Tibetan Book of the Dead.
[01:03:38.000 --> 01:03:44.000]   And Forrest always goes over the videos and wants to read them and he says, "What is this one, Dad?" I said, "That's the Tibetan Book of the Dead."
[01:03:44.000 --> 01:03:53.000]   "Well, what's it about, Dad?" "Oh, I'll have to talk to you about it later." "Oh, I get it. You don't want to spoil it for me."
[01:03:53.000 --> 01:04:04.000]   Outside, now, I insist we walk out onto Long Wharf. The kids don't understand, as soon as I get close to the water, I've got to get really close to it, empty out my head.
[01:04:04.000 --> 01:04:12.000]   I love to walk out onto that wharf and fantasize the whaling ships coming into that very wharf and unloading the barrels of whale oil.
[01:04:12.000 --> 01:04:23.000]   I like to look down at the marina down there at Saighaba Yat-Yat to see if my little beetle cat is in, the little day sailor. I thought we'd be sailing so much together as a family, but we went out once, God.
[01:04:23.000 --> 01:04:33.000]   Kathy was pregnant with Theo and Marissa and Forrest. Forrest was lying on the bottom of the boat with a bottle of apple juice staring up at the sky, saying, "When are we going to be home?"
[01:04:33.000 --> 01:04:50.000]   And every time the boat would heal, Marissa, who was, I guess, ten at the time, would cry out, "Help! Help! Coast God! Coast God! I don't want to die a virgin!"
[01:04:50.000 --> 01:05:07.000]   So starting up to our return trip now, we go past the American Hotel, past the wonderful toy store where Forrest stops and only looks in the window. I'm fine. I'm loving this boy so much today, I want to treat him. So we go to the Cove Harbor Deli, I want to give him a treat, and he really outdoes me.
[01:05:07.000 --> 01:05:23.000]   He says, instead of ordering a Coke, he orders an Orangina, because he doesn't want to be hyper. And I get a pole and spring water, and we sit there at the round tables with all these old retired guys that are sitting there looking out the window, waiting.
[01:05:23.000 --> 01:05:40.000]   And Forrest says, "Dad, can I tell you something?" "What, sweetie?" "What if you were Howard Stern?" So Forrest, that question confounds me, really. If I were Howard Stern, this would not be the world that we're living in now. I mean, all I know, Dad, is that Mom wouldn't like it.
[01:05:40.000 --> 01:06:02.000]   Why, Forrest? Because he's fart man. Well, I am fart man sometimes myself, not on stage or not. Oh no, but remember that time, and I began to tell him just a year before when we were going to rent a car in New York City at Davis to go out and look at houses in Sag Harbor, I'd been very nervous about shopping for houses, and also I thought I had a cold coming on.
[01:06:02.000 --> 01:06:23.000]   And so I had a few pieces of raw garlic in the morning, and then a whole handful of vitamin Cs, and then I had one of those spinach feta cheese omelets for breakfast, so I was letting go with those silent, deadly, slow, hot burners as I was filling out the Davis car rental thing, not taking responsibility for them.
[01:06:23.000 --> 01:06:37.000]   Forrest, though, who happened to be at nose level, cries out, "Dad just farted!" The entire Davis car rental is, they're breaking up, they're weeping with laughter.
[01:06:37.000 --> 01:06:50.000]   There's one woman on the telephone laughing so hard, Kathy thinks that she's calling page six, the gossip column, to report this because she recognized me from beaches.
[01:06:50.000 --> 01:07:04.000]   We start out of the harbor deli now, and start up for the last run, headed for home, and Forrest says, "Dad, maybe this is inspired by the historic cemetery," and I left, but he says, "Tell me a scary story, Dad."
[01:07:04.000 --> 01:07:22.000]   So Forrest, "You know, I've told you before, I don't know how to make anything up." "No, no, Dad, Dad, please, tell me a scary story." Forrest, look around you. This is the scary story.
[01:07:22.000 --> 01:07:31.000]   "No, sweetie, I don't mean that. Listen, you know how Daddy likes to tell true stories and stories from my life. I've always wanted to tell you a story, but you're always too young to have a history, now you do.
[01:07:31.000 --> 01:07:37.000]   You're old enough, and I'm going to tell you a story about yourself when you were three years old, and I bet you don't remember this. We all went to New Orleans. I always wanted to go to New Orleans.
[01:07:37.000 --> 01:07:50.000]   At last, I was able to get the whole family down there. Theo wasn't born yet, and it was Sunday morning, and I loved the street music down there, and people were just waking up and coming out with their instruments, having their first morning drinks.
[01:07:50.000 --> 01:08:05.000]   Mom was in the hat store with Marissa buying a hat, and I took her into a little novelty shop, and you had bought this little souvenir. It was a rubber alligator, and I had you in the stroller, and we came upon this Dixieland band that was rocking, and there was a crowd of people around it.
[01:08:05.000 --> 01:08:22.000]   And you began to beat that rubber alligator on your knee for us like this, keeping perfect rhythm, and we found out it had a squeaker in it. So every time it hit your knee, it was squeak, squeak, squeak, squeak, squeak, squeak, squeak, squeak, squeak, and they were all jamming. Everyone's doing a solo, and all of a sudden the woman on clarinet just stops the whole band except the bass and gestures to you.
[01:08:22.000 --> 01:08:35.000]   You're still rocking, squeak, squeak, squeak, squeak, and all you can hear is the bass going boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, squeak, squeak, squeak, squeak, squeak, squeak, and then everyone clapped. I cannot tell you how proud I was, Forrest.
[01:08:35.000 --> 01:09:03.000]   I had a three-year-old son doing his first rubber alligator solo in New Orleans. Up in the attic now, I get him settled away with James and the Giant Peach, put it on the monitor, and make sure that he feels secure up there, and start down the attic stairs, and I think, "Oh, God, Marissa, where is she? I'm neglecting her. I don't know. I may be paying too much attention to the boys.
[01:09:03.000 --> 01:09:15.000]   I hope maybe she's on a play date. I mean, at 11 years old, those play dates are so intense. They're like obsessive love affairs for a week, and then they're not speaking to each other for a month. Maybe she's on a good play date now that's working.
[01:09:15.000 --> 01:09:31.000]   I do the best I can with her. I wait till she comes to me. I don't know what she needs. I wait for her to ask, and sometimes it is difficult for me to tolerate her because I don't have that built-in, unconditional love that I experienced for the boys, but I'm giving her a good home.
[01:09:31.000 --> 01:09:43.000]   Maybe she's on the phone to her father. She's always doing that. He helps her with her homework. I can't. I mean, I don't know if he's smarter than I am or what, but I'm telling you, I looked down at her math book the other day and got nauseous.
[01:09:43.000 --> 01:10:07.000]   I got dizzy. It read, "The greater of two numbers is seven more than the lesser. Three times the greater number is five more than four times the lesser number. Find the numbers." What numbers? Don't you have to start with numbers?
[01:10:07.000 --> 01:10:21.000]   But she's really doing well. Her 11-year-old girl is caught between two parents that hate each other and can only relate through lawyers. I mean, she goes to visit her father, and it's like an iron curtain comes down. She doesn't take calls. She doesn't call out.
[01:10:21.000 --> 01:10:39.000]   I don't know what her father's angry about. I mean, he was the one that ran off on them and left Marissa and Kathy when Marissa was two, ran off with a Sears and Roebuck underwear model. And when that fell apart, he came back, and Kathy didn't take him back. That's why he's angry about it, because she moved to New York City without him.
[01:10:39.000 --> 01:10:57.000]   And he was a fan of mine, actually. No longer a fan. He had introduced Kathy to the video, Swimming to Cambodia. She said, "Why do I want to stay home and watch one man talking when we could go out dancing?" She watched it. She liked it. She booked me at a theater she was booking at up in Rochester, and that's where we met.
[01:10:57.000 --> 01:11:26.000]   And then when she moved to New York City, we continued to meet, and that's where I first met her daughter, Marissa. At the time then, Marissa was, I guess she was two or three years old. When I first met her, it was at a party in downtown. She couldn't really, didn't know who I was, although she heard the name Spalding Gray. She couldn't get her imagination around it. She referred to me as Splendid Cafe, which I think would make a very good stage name if I ever had to take it on.
[01:11:26.000 --> 01:11:47.000]   So she was three years old at this party. She arrived with a clipboard claiming she was Madonna's publicist. And we made eye to eye contact. She was darling, she was cute, and I think she knew who I was, and I said, "My name is Spalding, and I'm going to go into the kitchen and sit down. When you're ready to have a talk with me, please come in and join me." She never came in.
[01:11:47.000 --> 01:11:59.000]   And when we finally moved in together, she was six, and I realized what we had in common. Really, we were both self-indulgent drama queens. Although she got to do it because she was six.
[01:11:59.000 --> 01:12:15.000]   By that, I mean, both of us, I think, felt that life is a rehearsal. You know, everyone's saying, "Life is not a rehearsal." No, it is for Marissa, and for me, in the sense of always looking for the perfect story and the perfect audience, in a sense.
[01:12:15.000 --> 01:12:26.000]   I mean, I can remember when I was at home, taking care of Marissa and Forrest, and I heard this crashing on the attic stairs, and ran up to see what happened, and there was Marissa, at the bottom of the stairs, acting as though she was dead or unconscious.
[01:12:26.000 --> 01:12:40.000]   I knew she was acting because I'm an actor. And I went down and got a whole pile of ice and put it in a towel and wrapped it, and came up and acted as though I was reviving her. And she got up and acted fine.
[01:12:40.000 --> 01:12:49.000]   Now this kind of acting out, and I would never call her on it, began to change, I remember, when she got a, for her, it was a devastating phone call from her father.
[01:12:49.000 --> 01:13:04.000]   He called to announce, of course, they knew it was coming, but they had given birth, his wife had given birth to a son, and now Marissa had yet another half-brother to deal with, and was no longer the center of that family, and she tried to be very sweet to her father on the phone.
[01:13:04.000 --> 01:13:18.000]   I could hear she was really acting. And said, "I love you," when she hung up, and she ran upstairs to the attic. And I followed her, I went up as far as the second floor and then listened to the mile in the attic stairs, and she just began to wail and cry.
[01:13:18.000 --> 01:13:27.000]   And cry and cry in a way that was so connected, I let her go through it alone, I had never heard her cry like that.
[01:13:27.000 --> 01:13:36.000]   And shortly after that, another event happened in the family that was very powerful, and it was the death of Marissa's great-grandmother, Kathy's grandmother.
[01:13:36.000 --> 01:13:52.000]   And it was very unifying for all of us, because it was the first death in our particular nuclear family, first open Catholic casket funeral I'd ever been to, which was an odd event to see that body laid out like that, so real and natural looking as though it would pop up and ask for chocolate.
[01:13:52.000 --> 01:14:09.000]   And Marissa would hang out by the open casket and would interview people about their memories about her nonna, her great-grandmother, and then actually also touch the body out of curiosity, and then read a poem just before the casket was taken to the church.
[01:14:09.000 --> 01:14:24.000]   It read, "I just touched my nonna, she was cold still and no life, no more smiles on nice warm happy days, no more joy that filled the air with the sweet smell of love, no more meatballs in Florida.
[01:14:24.000 --> 01:14:43.000]   Oh, nonna, you are gone, gone, gone, and we know not where. Everyone rushed to Marissa, the priest, the nun, Kathy's mother, Marissa, dear, we know where nonna is, she's in heaven now, dear." Marissa goes, "Heaven? What a bore!"
[01:14:43.000 --> 01:14:58.000]   What a strange, quick imagination, strict, quick imagination Marissa has. I can remember we had a party, we were having a party in Martha's Vineyard, and there had been this clumping on the roof before, the whole family, we thought it was a dog the day before the party,
[01:14:58.000 --> 01:15:05.000]   and we went out and it was like a neurotic, overweight seagull, it was just running back and forth, it couldn't take off for some reason. We just left it alone.
[01:15:05.000 --> 01:15:14.000]   We're having this party, and Marissa, by the way, starts the party out with her version of Carlos' joke about a skeleton walking into a bar ordering a glass of beer and a mop.
[01:15:14.000 --> 01:15:31.000]   Hers is, a skeleton walks into a bar, orders a glass of wine and a broom, and a little further into the party, a woman says, "What on earth is that noise on the roof?"
[01:15:31.000 --> 01:15:41.000]   And Marissa goes, "It's a seagull, and I don't like it one bit." And the woman says, "Why?" And she says, "Because it's not paying rent."
[01:15:41.000 --> 01:15:57.000]   A little further into the party, the same woman says she believes in the possibility of human change. And Marissa goes, "Absolutely, why look at the Unabomber, he was a professor and he became a bomber."
[01:15:57.000 --> 01:16:05.000]   I really think she's going to make a good trial lawyer as I stand there now at the bottom of the stairs in the hallway.
[01:16:05.000 --> 01:16:15.000]   The sun is in the west now, and it's causing the whole hallway to go to an amber light, and I think, "Maybe if I stand here for a bit, I'll feel like I belong to the house?"
[01:16:15.000 --> 01:16:23.000]   And I pass into Kathy's office, our library, she must be out with Theo, and I am alone at last for the books on the Encyclopedia Britannicas.
[01:16:23.000 --> 01:16:32.000]   And I take down D and look up deer, and nothing. I find nothing about poop.
[01:16:32.000 --> 01:16:52.000]   I look up earth, 47 pages on the earth, and nothing about spinning. And I think, "Oh, I'm such an unconscious Luddite. If only I had learned to type, then I could work one of these computers or webs and plug in poop and spin and I'd be home free."
[01:16:52.000 --> 01:17:09.000]   But how I love my books, I think, the ones I brought out from New York, to be surrounded by them, to pull them down, and to see them all underlined in red so profusely, and to reread those passages I thought were so important so many years ago, and to feel the weight of the open encyclopedias in my lab.
[01:17:09.000 --> 01:17:27.000]   But as I look around, I am a bit bothered, I guess, for the first time, now that I have children, how many of the books are about death, or not really about death, but books with death in the title, books that are about dealing with the not knowing, or the mystery of death, I would say, which they were more about.
[01:17:27.000 --> 01:17:44.000]   And a great pile of them, and I remember saying to my friend Ken, "You know, I get so annoyed when I see these books on the bestseller list about near-death experiences. What do you think is the popularity of those, Ken, about people really feeling like they know?"
[01:17:44.000 --> 01:18:07.000]   And Ken goes, "Well, Spalt, you know, there's near-death, and then there's DEATH!" But I don't know what to tell Forrest, I did the best I could with it, I just told him the truth, I mean, he came to me quite young, he must have been just four, and wanted to know about it, and I said, "That's one of the conditions, that everyone that is born will die."
[01:18:07.000 --> 01:18:22.000]   I mean, it's a sure thing, it's a comforting thing, and a surety, I mean, in a way, and the other funny thing, or odd thing, I would say, Forrest, because I don't think there's anything funny about death, is that everyone knows they're going to die, but no one really believes it.
[01:18:22.000 --> 01:18:33.000]   And I think, when I told him this, he believed it, or he was in denial, I don't know, my friend Stokes said, "You shouldn't be telling him things like that so early on." He'll say, "Why bother doing anything?"
[01:18:33.000 --> 01:18:45.000]   Now, when my younger brother, Shannon, had my niece, Amanda, his daughter, started asking about it, he just said, "Reincarnation, you come back," and that took care of it.
[01:18:45.000 --> 01:18:52.000]   Kathy wants the children baptized, because she's been a baptized Catholic, and she's afraid she'll end up in heaven without them, a noble sentiment, I say!
[01:18:52.000 --> 01:19:04.000]   I'm open to it, so we had the minister come over from the Whaling Church, and talk to us about the baptismal, or high Episcopalian, I guess it was, and that we would have to, as a whole family, accept Christ in front of the congregation.
[01:19:04.000 --> 01:19:13.000]   And I knew that I would not, simply not, know how to do that, would have no inkling to it, and I felt bad, because I do want to end up with the family.
[01:19:19.000 --> 01:19:29.000]   But I remind myself that after I talk about death, I must always, and do, kiss Forrest, and say, "But it's going to be alright, everything's going to be alright, and I love you, Forrest, I love you, I love you."
[01:19:29.000 --> 01:19:46.000]   And as I'm thinking these thoughts, I begin to fall into a late afternoon kind of hypoglycemic doze, and into my sleep comes and creeps the disembodied voice of death, which is as frightening to me as Chucky is to Forrest.
[01:19:46.000 --> 01:19:51.000]   Only I can save Forrest from Chucky, and no one can save me from the disembodied voice.
[01:19:51.000 --> 01:20:05.000]   So, Mr. Gray, here I am again, just as you're relaxing, to once more remind you that all you think you are will one day, sooner or later, disappear forever, as though it never existed.
[01:20:05.000 --> 01:20:11.000]   But what about my children? And they'll have children, and they're children's children, that's something though, isn't it? Come on!
[01:20:11.000 --> 01:20:22.000]   Need I remind you, Mr. Gray, that you once said, "If I ever have children, please, let it be late in life so I will be dead by the time they're teenagers."
[01:20:22.000 --> 01:20:27.000]   Oh, but I've changed, really. No, I want grandchildren now, I want to be able to hold them, smell their heads, I've changed.
[01:20:27.000 --> 01:20:36.000]   Of course you have. They all do. Must I say it again? Very well, I will say it again.
[01:20:36.000 --> 01:20:44.000]   Your children, and your children's children, will pass and disappear as you did, for all things are subject to change.
[01:20:44.000 --> 01:20:46.000]   Which is really just a nice word for death.
[01:20:46.000 --> 01:20:48.000]   But what about the planets, you see, the Earth?
[01:20:48.000 --> 01:20:55.000]   Need I remind you, even the sun will burn out one day, and no one will be left to say, "Here we have been."
[01:20:55.000 --> 01:21:03.000]   It will be as though it never happened. In fact, doesn't it already feel a little bit like that now?
[01:21:03.000 --> 01:21:09.000]   What am I to do in the face of this, except recollect over and over obsessively, just recalling and remembering?
[01:21:09.000 --> 01:21:15.000]   Keep it up, Mr. Gray. You live in a future that doesn't exist, and a past that is no longer.
[01:21:15.000 --> 01:21:19.000]   But really, I am making a pretty good living at it, don't you think?
[01:21:19.000 --> 01:21:35.000]   Ha ha ha ha. I'm laughing. Take a break, sweetie. Try enjoying life for a change. See if you can. Love Kathy, love your children, love yourself.
[01:21:35.000 --> 01:21:39.000]   Don't waste time thinking about me, or plenty of time to catch up later.
[01:21:39.000 --> 01:21:43.000]   But the books, you see, all the books in my library are telling me that there's no way that we can-
[01:21:43.000 --> 01:21:55.000]   The books. Ah, the books. Words, words, words. Remember, there's the disembodied voice of death, and then there's-
[01:21:55.000 --> 01:22:01.000]   Yes!
[01:22:01.000 --> 01:22:06.000]   And I wake from that dream like Ebenezer Scrooge waking on Christmas morning.
[01:22:06.000 --> 01:22:16.000]   I wake to the sound of the news downstairs, and the smell of lamb stew in the kitchen, and Kathy's cooking it, and Marissa's making shiffy rolls in the oven.
[01:22:16.000 --> 01:22:22.000]   And Theo's in his high chair, and I come down and I think, oh, and I get out the Bloody Mary mix.
[01:22:22.000 --> 01:22:31.000]   And I think, oh, the warm family circle. What a little vodka, tomato juice, and won't do to the disembodied voice of death.
[01:22:31.000 --> 01:22:39.000]   As I make my first Bloody Mary now, and go in and start the fire in the fireplace, and sit in my wing-back chair, sipping my Bloody Mary.
[01:22:39.000 --> 01:22:44.000]   I'm fantasizing now that I'm a bachelor writer in a New Hampshire writer's colony working on my eighth novel.
[01:22:44.000 --> 01:22:50.000]   And then go into the kitchen to be the family man again, and mix with the family. Telephone rings, dammit all, it's Marissa's father.
[01:22:50.000 --> 01:22:56.000]   She takes the phone and goes upstairs to talk with him secretly. Why does he always call at suppertime? Dammit all!
[01:22:56.000 --> 01:23:01.000]   And Kathy says, "Please, don't bother with him now. Help me get ready for dinner. Go set the table."
[01:23:01.000 --> 01:23:05.000]   "No, bring in Theo's high chair. Better still go get Marissa to help you set the table. She should do it."
[01:23:05.000 --> 01:23:08.000]   "Marissa, get off the phone, please, and come down and set the table."
[01:23:08.000 --> 01:23:11.000]   She comes to the top of the stairs and goes, "How much are you going to pay me?"
[01:23:11.000 --> 01:23:17.000]   "What? You watch it, young lady. This is not a hotel here. This is a family project. Come down here and help out."
[01:23:17.000 --> 01:23:23.000]   I am amazed how the children have liberated my anger. It's just a great thing.
[01:23:23.000 --> 01:23:28.000]   Why, when I was in these two relationships with Liz and Renee, I was passive aggressive.
[01:23:28.000 --> 01:23:36.000]   If I got angry at them, I wouldn't be able to contact them, and then I'd provoke anger at them, so they'd get angry at me, and I'd feel my anger coming back at me through them.
[01:23:36.000 --> 01:23:43.000]   It was very confusing. Now it's very clear and direct to the children I can even turn it on Kathy, which is so healthy.
[01:23:43.000 --> 01:23:52.000]   Marissa's down now, setting the table with attitude like a slave princess.
[01:23:52.000 --> 01:23:58.000]   Forrest comes in and sits down. Theo comes in and is bucking. Kathy gets him into the high chair.
[01:23:58.000 --> 01:24:04.000]   She goes, "Oh, I smell a poopy diaper." Forrest goes, "Don't say that word 'poopy' when I'm about to eat."
[01:24:04.000 --> 01:24:09.000]   "Oh, Forrest, you see, that's an example of a word in context. Poopy suddenly becomes a bad word for you."
[01:24:09.000 --> 01:24:15.000]   "It's not a bad word for me because I don't mind the smell. It smells like an overripe exotic French cheese to me."
[01:24:15.000 --> 01:24:21.000]   Marissa goes, "Spalding, please." I said, "Marissa, you're not trying to censor me at my dinner table, are you?"
[01:24:21.000 --> 01:24:27.000]   She goes, "Your dinner table? I thought this was a family project. You watch it, young lady. You're acting like..."
[01:24:27.000 --> 01:24:31.000]   Kathy says, "Stop it. You're treating her like an adult." "Oh, she's acting like an all-knowing adult."
[01:24:31.000 --> 01:24:35.000]   Marissa goes, "Maybe I am. Maybe you're not. Maybe I am. Maybe you're not. Maybe I am. Maybe you're not."
[01:24:35.000 --> 01:24:41.000]   Kathy suddenly sees that little Theo has got my reading glasses on. He looks like Truman Capote. We all turn.
[01:24:41.000 --> 01:24:46.000]   Everyone laughs. The whole mood of the table has completely changed.
[01:24:46.000 --> 01:24:54.000]   And we pull back. And now, "Oh, Forrest, sit around. Sit around at your chair now. Sit around and sit up and eat with the fog."
[01:24:54.000 --> 01:25:01.000]   "You're not my boss. I never wanted to be a father. I didn't want to be a cop. I didn't want to be a superego figure.
[01:25:01.000 --> 01:25:06.000]   I only wanted to be a sweet old uncle. I'm not your boss. If I'm not your boss, who is?"
[01:25:06.000 --> 01:25:13.000]   Kathy says, "Easy, easy. Forrest, I don't want to be your boss. I just want to be your guide. I want to be your guide.
[01:25:13.000 --> 01:25:20.000]   I want to facilitate to the stew." Kathy's gourmet lamb stew. "Please, let's all eat."
[01:25:20.000 --> 01:25:25.000]   We take a first bite of the lamb stew and Marissa pulls out a little speck and goes, "What's this weird spice?"
[01:25:25.000 --> 01:25:30.000]   So Marissa, "That's not spice. That's an herb. It's rosemary from Kathy's herb garden."
[01:25:30.000 --> 01:25:41.000]   "From the garden? Has it been sterilized?" Marissa, "The garden is of the earth. You are of the earth. Have you been sterilized?"
[01:25:41.000 --> 01:25:47.000]   "Please, Dad, you're food obsessed." Forrest says, "Forrest!" "Can I get Lunchables, Mom?"
[01:25:47.000 --> 01:25:53.000]   "What?" "Mom, please, can I get Lunchables?" "You're going to let them get that cold pizza kit?"
[01:25:53.000 --> 01:26:00.000]   Marissa wants it too. "It is not worth fighting over food. We can freeze the lamb stew. If they'd rather eat Lunchables, fine."
[01:26:00.000 --> 01:26:05.000]   They go get them. They bring them out and they stop making cold pizza at the table. "I am eating the lamb stew. I am steaming."
[01:26:05.000 --> 01:26:10.000]   Kathy says, "All right, please, please, let's change the subject. Let's talk about school. What happened to you today?"
[01:26:10.000 --> 01:26:21.000]   "It's cool, Marissa. Anything interesting?" Now the whole table conversation changed and Marissa goes, "Well, the big news is this. Holly Marin walked home with a boy."
[01:26:21.000 --> 01:26:31.000]   Kathy goes, "What's wrong with that? I mean, really, don't you have just like a little crush on someone? Just a little one?"
[01:26:31.000 --> 01:26:45.000]   She goes, "Nope." Forrest goes, "Yes, she does. Leonardo." Marissa goes, "Not anymore. I found out he's bisexual and he smokes."
[01:26:45.000 --> 01:26:54.000]   Okay, I say, "Marissa, what would your ideal crush situation be? I mean, if you had a real ideal crush situation, what would it be?"
[01:26:54.000 --> 01:27:10.000]   And she goes, "Well, I look at it this way." She goes, "I see myself getting a scholarship to Oxford. And there at Oxford, I just happen to go to a Spice Girls concert.
[01:27:10.000 --> 01:27:22.000]   And Prince Harry spies me and falls desperately in love. Now this makes his brother, Prince William, so jealous that he steals me away and marries me and I become queen."
[01:27:22.000 --> 01:27:33.000]   Marissa the first. Maybe excused. Oh my God, it's great. Wow. Where'd she learn that? Her father, she's excused herself as she took her plate out. That's hope.
[01:27:33.000 --> 01:27:41.000]   And Forrest now follows her with his Lunchables and the whole family goes downtown for ice cream.
[01:27:41.000 --> 01:27:55.000]   Kathy gets out that 1948 pram she got at a tag sale and we stroll out. It looks like we're stepping into a sound stage for our town.
[01:27:55.000 --> 01:28:01.000]   No one's out there. We're the only family that walks.
[01:28:01.000 --> 01:28:07.000]   We get ice cream and come back and Kathy puts Theo down. He's asleep and goes up to read to Forrest and Marissa.
[01:28:07.000 --> 01:28:12.000]   I finish putting the last of the dishes in the dishwasher and then go up to the attic.
[01:28:12.000 --> 01:28:19.000]   But Kathy has just finished reading to Forrest and she goes to the far end of the attic to Marissa.
[01:28:19.000 --> 01:28:29.000]   And I sit down beside Forrest and turn off his little bed light and amazed to see now up through the skylight above his bed, we can see the stars.
[01:28:29.000 --> 01:28:38.000]   And it is a vivid October night. There are no shopping plazas or malls to wipe the night sky clean.
[01:28:38.000 --> 01:28:53.000]   And Forrest goes, "Dad, look at the stars. It's incredible." He goes, "Dad, can I tell you something? What's on the other side of them?"
[01:28:53.000 --> 01:29:03.000]   Forrest, "We don't know that." "No, no, no, dad, dad, dad, dad, dad." "See the stars?" "Yes." "What's beyond them?"
[01:29:03.000 --> 01:29:10.000]   Forrest, "That's a mystery we haven't solved here on earth yet. We really don't know." "No, no, no, dad, dad. See the stars?"
[01:29:10.000 --> 01:29:16.000]   Forrest, "Please stop a minute and look at me." "What have I been telling you about the stars?"
[01:29:16.000 --> 01:29:29.000]   And he looks up at me and goes, "Shitty caca pea bone penis breath." And I kiss him goodnight and go to leave.
[01:29:29.000 --> 01:29:44.000]   And he calls me back and says, "Dad." "What, sweetie?" "I am so glad you met mom or I would have been stuck inside a sperm forever."
[01:29:44.000 --> 01:29:57.000]   And I go to the far end of the attic to kiss Marissa. Goodnight. She's lying there reading. She's alternating between Wives of Henry VIII and Teen People.
[01:29:57.000 --> 01:30:06.000]   And I kiss her and I meet Kathy at the top of the stairs and we start down. And we crash into bed and Kathy's going to read. She turns the light on.
[01:30:06.000 --> 01:30:16.000]   I kiss her and roll over in darkness. I am not doing any reading or watching its videos. It's 10.15 at night. And I am wrecked.
[01:30:16.000 --> 01:30:29.000]   I cannot believe it. And I haven't even gone to work. How do people do it? Work and raise a family. I say pray for the single mothers, I think, as I lie there in the dark.
[01:30:29.000 --> 01:30:41.000]   And it's all going to start again tomorrow. Over and over. But my God, it hasn't been a bad day. Really? I mean, really, really, I should count my blessings.
[01:30:41.000 --> 01:30:49.000]   I mean, think of all that could go wrong. And I begin to.
[01:30:49.000 --> 01:31:03.000]   The Millstone reactor melting down, rogue asteroids, drug resistant bacteria, the Islamic Jihad, my bicycle seat, the pesticides in the water, the Long Island cancer clusters, childhood leukemia, chronic fatigue syndrome.
[01:31:03.000 --> 01:31:15.000]   What if Kathy got chronic fatigue syndrome? What would I ever do? And all of these are beginning to spin. All of these horrors like covers on Time and Newsweek, like a Ferris wheel, like a Wheel of Fortune, like a Tibetan book of living and dying.
[01:31:15.000 --> 01:31:25.000]   It's making me so dizzy and nauseous that I have to pull out and grab something. And I reach back into my memory bank. And it's a story. And the story is we're back at the funeral.
[01:31:25.000 --> 01:31:38.000]   Because that funeral of Kathy's grandmother, Forrest's great grandmother, was such a unifying factor for the family. The unspoken acknowledgement of death was more powerful than any Christmas could be for us in a way.
